num_issues,total_values,avg_values_per_issue,max_values_per_issue,min_values_per_issue,log_outcome_space_size,reserved_value,max_weight,min_weight,weight_std,weight_entropy,avg_value_std,weight_concentration,first_offer_utility,agent_type,opponent_type,agent_utility,opponent_utility,nash_product,agreement_reached,rounds,domain_id,role
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,AspirationNegotiator,AspirationNegotiator,0.5294229227,0.5351100974,0.2832995517317897,True,95,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,AspirationNegotiator,AspirationNegotiator,0.5351100974,0.5294229227,0.2832995517317897,True,96,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,AspirationNegotiator,BoulwareTBNegotiator,0.5799918415,0.5686656948,0.32982146352492897,True,94,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,AspirationNegotiator,BoulwareTBNegotiator,0.759026922,0.5872007999,0.4457012157440349,True,93,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,AspirationNegotiator,NaiveTitForTatNegotiator,0.4,0.4,0.16000000000000003,False,100,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,AspirationNegotiator,NaiveTitForTatNegotiator,0.4,0.4,0.16000000000000003,False,100,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,AspirationNegotiator,TimeBasedConcedingNegotiator,0.5799918415,0.5686656948,0.32982146352492897,True,94,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,AspirationNegotiator,TimeBasedConcedingNegotiator,0.759026922,0.5872007999,0.4457012157440349,True,93,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,AspirationNegotiator,BOA_Boulware,0.5092968526,0.1684344403,0.0857831303142326,True,96,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,AspirationNegotiator,BOA_Boulware,0.5093099198,0.3576885859,0.1821743449981044,True,96,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,AspirationNegotiator,LinearTBNegotiator,0.5294229227,0.5351100974,0.2832995517317897,True,95,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,AspirationNegotiator,LinearTBNegotiator,0.7254337484000001,0.5205307999000001,0.37761060932910745,True,83,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.5787971571,AspirationNegotiator,ConcederTBNegotiator,0.8680536708,0.4524667467,0.39276542038786877,True,71,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2137368487,AspirationNegotiator,ConcederTBNegotiator,0.7859659249000001,0.4451269795,0.34985463814066087,True,78,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,AspirationNegotiator,BOA_Hardliner,0.4224908774,0.1444496716,0.06102866849442586,True,100,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,AspirationNegotiator,BOA_Hardliner,0.4224305148,0.37658380630000005,0.1590804911606525,True,100,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,AspirationNegotiator,BOA_Conceder,0.78535,0.5188555927999999,0.40748323980547996,True,82,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,AspirationNegotiator,BOA_Conceder,0.7475363352,0.4951597403,0.3701498976024457,True,86,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,AspirationNegotiator,BOA_Moderate,0.6036980597,0.19675393009999997,0.11877996583971942,True,91,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,AspirationNegotiator,BOA_Moderate,0.6041755472,0.3079930536,0.18608187169257895,True,91,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,BoulwareTBNegotiator,AspirationNegotiator,0.5872007999,0.759026922,0.4457012157440349,True,92,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,BoulwareTBNegotiator,AspirationNegotiator,0.5686656948,0.5799918415,0.32982146352492897,True,93,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,BoulwareTBNegotiator,BoulwareTBNegotiator,0.5872007999,0.759026922,0.4457012157440349,True,92,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,BoulwareTBNegotiator,BoulwareTBNegotiator,0.759026922,0.5872007999,0.4457012157440349,True,93,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,BoulwareTBNegotiator,NaiveTitForTatNegotiator,0.5872007999,0.759026922,0.4457012157440349,True,92,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,BoulwareTBNegotiator,NaiveTitForTatNegotiator,0.4,0.4,0.16000000000000003,False,100,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,BoulwareTBNegotiator,TimeBasedConcedingNegotiator,0.5872007999,0.759026922,0.4457012157440349,True,92,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,BoulwareTBNegotiator,TimeBasedConcedingNegotiator,0.759026922,0.5872007999,0.4457012157440349,True,93,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,BoulwareTBNegotiator,BOA_Boulware,0.5101888140999999,0.0626573184,0.0319670629691821,True,96,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,BoulwareTBNegotiator,BOA_Boulware,0.5105278946,0.16376388800000002,0.08360603295215022,True,96,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,BoulwareTBNegotiator,LinearTBNegotiator,0.5872007999,0.759026922,0.4457012157440349,True,92,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,BoulwareTBNegotiator,LinearTBNegotiator,0.6845845891,0.5309496838,0.36347997111699787,True,86,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.5787971571,BoulwareTBNegotiator,ConcederTBNegotiator,0.8680536708,0.4524667467,0.39276542038786877,True,71,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2137368487,BoulwareTBNegotiator,ConcederTBNegotiator,0.7654298788,0.4357162579,0.3335102424755866,True,80,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,BoulwareTBNegotiator,BOA_Hardliner,0.4234085554,0.1929676199,0.08170414118083529,True,100,domain00,A
5,37,7.4,15,2,12.661778097771986,0.4,0.46332,0.06209,0.14990002828552101,0.8381561240502857,0.37019183162598807,0.3123500924,0.2061406266,BoulwareTBNegotiator,BOA_Hardliner,0.4233345771,0.4323011131,0.18300800889404778,True,100,domain00,B
5,37,7.4,15,2,12.661778097771986,0.4,0.70691,0.04186,0.2542963564819598,0.6190264434054463,0.3803789954048339,0.5233331846000001,0.2273268976,BoulwareTBNegotiator,BOA_Conceder,0.78535,0.5188555927999999,0.40748323980547996,True,82,domain00,A
